0.0001,1
0.0002,1.000077946
0.0003,1.0001559
0.0004,1.000233863
0.0005,1.000311834
0.0006,1.000389814
0.0007,1.000467803
0.0008,1.0005458
0.0009,1.000623806
0.001,1.00070182
0.0011,1.000779843
0.0012,1.000857874
0.0013,1.000935914
0.0014,1.001013963
0.0015,1.00109202
0.0016,1.001170086
0.0017,1.00124816
0.0018,1.001326243
0.0019,1.001404334
0.002,1.001482434
0.0021,1.001560543
0.0022,1.00163866
0.0023,1.001716785
0.0024,1.00179492
0.0025,1.001873063
0.0026,1.001951214
0.0027,1.002029374
0.0028,1.002107543
0.0029,1.00218572
0.003,1.002263906
0.0031,1.0023421
0.0032,1.002420303
0.0033,1.002498514
0.0034,1.002576735
0.0035,1.002654963
0.0036,1.002733201
0.0037,1.002811447
0.0038,1.002889701
0.0039,1.002967964
0.004,1.003046236
0.0041,1.003124516
0.0042,1.003202805
0.0043,1.003281103
0.0044,1.003359409
0.0045,1.003437723
0.0046,1.003516047
0.0047,1.003594379
0.0048,1.003672719
0.0049,1.003751068
0.005,1.003829426
0.0051,1.003907792
0.0052,1.003986167
0.0053,1.004064551
0.0054,1.004142943
0.0055,1.004221344
0.0056,1.004299753
0.0057,1.004378171
0.0058,1.004456598
0.0059,1.004535033
0.006,1.004613477
0.0061,1.004691929
0.0062,1.00477039
0.0063,1.00484886
0.0064,1.004927338
0.0065,1.005005825
0.0066,1.005084321
0.0067,1.005162825
0.0068,1.005241338
0.0069,1.005319859
0.007,1.005398389
0.0071,1.005476928
0.0072,1.005555475
0.0073,1.005634031
0.0074,1.005712595
0.0075,1.005791169
0.0076,1.00586975
0.0077,1.005948341
0.0078,1.00602694
0.0079,1.006105548
0.008,1.006184164
0.0081,1.006262789
0.0082,1.006341423
0.0083,1.006420065
0.0084,1.006498716
0.0085,1.006577376
0.0086,1.006656044
0.0087,1.006734721
0.0088,1.006813406
0.0089,1.0068921
0.009,1.006970803
0.0091,1.007049515
0.0092,1.007128235
0.0093,1.007206963
0.0094,1.007285701
0.0095,1.007364447
0.0096,1.007443201
0.0097,1.007521965
0.0098,1.007600737
0.0099,1.007679517
0.01,1.007758307
0.0101,1.007837105
0.0102,1.007915911
0.0103,1.007994727
0.0104,1.008073551
0.0105,1.008152383
0.0106,1.008231225
0.0107,1.008310074
0.0108,1.008388933
0.0109,1.0084678
0.011,1.008546676
0.0111,1.008625561
0.0112,1.008704454
0.0113,1.008783356
0.0114,1.008862267
0.0115,1.008941186
0.0116,1.009020114
0.0117,1.009099051
0.0118,1.009177996
0.0119,1.00925695
0.012,1.009335913
0.0121,1.009414884
0.0122,1.009493864
0.0123,1.009572853
0.0124,1.00965185
0.0125,1.009730856
0.0126,1.009809871
0.0127,1.009888894
0.0128,1.009967926
0.0129,1.010046967
0.013,1.010126017
0.0131,1.010205075
0.0132,1.010284142
0.0133,1.010363217
0.0134,1.010442302
0.0135,1.010521394
0.0136,1.010600496
0.0137,1.010679606
0.0138,1.010758726
0.0139,1.010837853
0.014,1.01091699
0.0141,1.010996135
0.0142,1.011075289
0.0143,1.011154451
0.0144,1.011233622
0.0145,1.011312802
0.0146,1.011391991
0.0147,1.011471188
0.0148,1.011550394
0.0149,1.011629609
0.015,1.011708832
0.0151,1.011788065
0.0152,1.011867306
0.0153,1.011946555
0.0154,1.012025813
0.0155,1.01210508
0.0156,1.012184356
0.0157,1.012263641
0.0158,1.012342934
0.0159,1.012422236
0.016,1.012501546
0.0161,1.012580866
0.0162,1.012660194
0.0163,1.01273953
0.0164,1.012818876
0.0165,1.01289823
0.0166,1.012977593
0.0167,1.013056965
0.0168,1.013136345
0.0169,1.013215734
0.017,1.013295132
0.0171,1.013374538
0.0172,1.013453954
0.0173,1.013533378
0.0174,1.01361281
0.0175,1.013692252
0.0176,1.013771702
0.0177,1.013851161
0.0178,1.013930629
0.0179,1.014010105
0.018,1.01408959
0.0181,1.014169084
0.0182,1.014248587
0.0183,1.014328098
0.0184,1.014407619
0.0185,1.014487147
0.0186,1.014566685
0.0187,1.014646231
0.0188,1.014725787
0.0189,1.01480535
0.019,1.014884923
0.0191,1.014964504
0.0192,1.015044094
0.0193,1.015123693
0.0194,1.015203301
0.0195,1.015282917
0.0196,1.015362542
0.0197,1.015442176
0.0198,1.015521819
0.0199,1.01560147
0.02,1.015681131
0.0201,1.015760799
0.0202,1.015840477
0.0203,1.015920164
0.0204,1.015999859
0.0205,1.016079563
0.0206,1.016159276
0.0207,1.016238997
0.0208,1.016318727
0.0209,1.016398466
0.021,1.016478214
0.0211,1.016557971
0.0212,1.016637736
0.0213,1.01671751
0.0214,1.016797293
0.0215,1.016877085
0.0216,1.016956885
0.0217,1.017036694
0.0218,1.017116512
0.0219,1.017196339
0.022,1.017276175
0.0221,1.017356019
0.0222,1.017435872
0.0223,1.017515734
0.0224,1.017595605
0.0225,1.017675484
0.0226,1.017755373
0.0227,1.01783527
0.0228,1.017915175
0.0229,1.01799509
0.023,1.018075013
0.0231,1.018154946
0.0232,1.018234887
0.0233,1.018314836
0.0234,1.018394795
0.0235,1.018474762
0.0236,1.018554739
0.0237,1.018634724
0.0238,1.018714717
0.0239,1.01879472
0.024,1.018874731
0.0241,1.018954751
0.0242,1.01903478
0.0243,1.019114818
0.0244,1.019194865
0.0245,1.01927492
0.0246,1.019354984
0.0247,1.019435057
0.0248,1.019515139
0.0249,1.01959523
0.025,1.019675329
0.0251,1.019755437
0.0252,1.019835554
0.0253,1.01991568
0.0254,1.019995815
0.0255,1.020075959
0.0256,1.020156111
0.0257,1.020236272
